Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto (CPC),Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"QCL","Cultivos y productos de ganadería","404","Kenya","5510","Producción","01610","Café, verde","2019","2019","toneladas","44500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","404","Kenya","5510","Producción","01610","Café, verde","2020","2020","toneladas","36900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","404","Kenya","5510","Producción","01610","Café, verde","2021","2021","toneladas","34500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","404","Kenya","5510","Producción","01610","Café, verde","2022","2022","toneladas","51900","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2013","2013","toneladas","636.92","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2014","2014","toneladas","650.74","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2015","2015","toneladas","628.42","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2016","2016","toneladas","638.69","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2017","2017","toneladas","625.6","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2018","2018","toneladas","620.95","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2019","2019","toneladas","628.41","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2020","2020","toneladas","624.98","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2021","2021","toneladas","661.77","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","430","Liberia","5510","Producción","01610","Café, verde","2022","2022","toneladas","653.91","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2013","2013","toneladas","51627.54","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2014","2014","toneladas","49223","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2015","2015","toneladas","47507","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2016","2016","toneladas","53093","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2017","2017","toneladas","59602","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2018","2018","toneladas","54514.81","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2019","2019","toneladas","65760","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2020","2020","toneladas","42220","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2021","2021","toneladas","45760.69","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","450","Madagascar","5510","Producción","01610","Café, verde","2022","2022","toneladas","50316.02","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2013","2013","toneladas","14739","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2014","2014","toneladas","8186","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2015","2015","toneladas","5929","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2016","2016","toneladas","7170","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2017","2017","toneladas","8109.18","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2018","2018","toneladas","3369.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2019","2019","toneladas","3558.5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2020","2020","toneladas","4241.08","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2021","2021","toneladas","4150.55","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","458","Malasia","5510","Producción","01610","Café, verde","2022","2022","toneladas","3849.58","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2013","2013","toneladas","5699","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2014","2014","toneladas","6757","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2015","2015","toneladas","7217","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2016","2016","toneladas","7217","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2017","2017","toneladas","8420","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2018","2018","toneladas","11082","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2019","2019","toneladas","11000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2020","2020","toneladas","10000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2021","2021","toneladas","10000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","454","Malawi","5510","Producción","01610","Café, verde","2022","2022","toneladas","11000","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2013","2013","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2014","2014","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2015","2015","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2016","2016","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2017","2017","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2018","2018","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2019","2019","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2020","2020","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2021","2021","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","480","Mauricio","5510","Producción","01610","Café, verde","2022","2022","toneladas","0","M","Valor ausente (los datos no pueden existir, no aplicable)",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2013","2013","toneladas","231596","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2014","2014","toneladas","214667","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2015","2015","toneladas","188934","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2016","2016","toneladas","151714","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2017","2017","toneladas","153777.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2018","2018","toneladas","158307.99","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2019","2019","toneladas","165712.27","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2020","2020","toneladas","175554.62","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2021","2021","toneladas","174341","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","484","México","5510","Producción","01610","Café, verde","2022","2022","toneladas","181706.42","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2013","2013","toneladas","900","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2014","2014","toneladas","816.94","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2015","2015","toneladas","804.44","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2016","2016","toneladas","840.46","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2017","2017","toneladas","806.23","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2018","2018","toneladas","798.24","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2019","2019","toneladas","804.22","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2020","2020","toneladas","812.69","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2021","2021","toneladas","814.24","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","508","Mozambique","5510","Producción","01610","Café, verde","2022","2022","toneladas","815.8","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2013","2013","toneladas","8100","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2014","2014","toneladas","8400","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2015","2015","toneladas","8300","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2016","2016","toneladas","8474","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2017","2017","toneladas","8547","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2018","2018","toneladas","8677.84","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2019","2019","toneladas","8769","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2020","2020","toneladas","8908","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2021","2021","toneladas","8908","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","104","Myanmar","5510","Producción","01610","Café, verde","2022","2022","toneladas","8880.48","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2013","2013","toneladas","366","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2014","2014","toneladas","430","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2015","2015","toneladas","463.58","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2016","2016","toneladas","532","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2017","2017","toneladas","466","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2018","2018","toneladas","513","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2019","2019","toneladas","530","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2020","2020","toneladas","297","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2021","2021","toneladas","315","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","524","Nepal","5510","Producción","01610","Café, verde","2022","2022","toneladas","355","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2013","2013","toneladas","84146.33","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2014","2014","toneladas","86089.58","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2015","2015","toneladas","95254.51","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2016","2016","toneladas","122470.09","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2017","2017","toneladas","128111.06","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2018","2018","toneladas","141931","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2019","2019","toneladas","156902","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2020","2020","toneladas","154409.87","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2021","2021","toneladas","167830.9","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","558","Nicaragua","5510","Producción","01610","Café, verde","2022","2022","toneladas","170180.53","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2013","2013","toneladas","2100","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2014","2014","toneladas","1972.17","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2015","2015","toneladas","1754.52","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2016","2016","toneladas","1942.23","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2017","2017","toneladas","1889.64","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2018","2018","toneladas","1862.13","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2019","2019","toneladas","1898","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2020","2020","toneladas","1932.67","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2021","2021","toneladas","1904.14","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","566","Nigeria","5510","Producción","01610","Café, verde","2022","2022","toneladas","1875.6","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2013","2013","toneladas","7","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2014","2014","toneladas","5","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2015","2015","toneladas","6.39","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2016","2016","toneladas","3.55","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2017","2017","toneladas","5.2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2018","2018","toneladas","2.6","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2019","2019","toneladas","2","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2020","2020","toneladas","1.94","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2021","2021","toneladas","1.92","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","540","Nueva Caledonia","5510","Producción","01610","Café, verde","2022","2022","toneladas","1.57","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2013","2013","toneladas","7096","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2014","2014","toneladas","6688","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2015","2015","toneladas","7464","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2016","2016","toneladas","6135","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2017","2017","toneladas","6588","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2018","2018","toneladas","5579","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2019","2019","toneladas","8371","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2020","2020","toneladas","6254","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2021","2021","toneladas","6020","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","591","Panamá","5510","Producción","01610","Café, verde","2022","2022","toneladas","7500","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2013","2013","toneladas","49680","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2014","2014","toneladas","56893.36","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2015","2015","toneladas","57982.28","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2016","2016","toneladas","53719.27","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2017","2017","toneladas","46980","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2018","2018","toneladas","53160","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2019","2019","toneladas","45129","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2020","2020","toneladas","40500","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2021","2021","toneladas","47880","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","598","Papua Nueva Guinea","5510","Producción","01610","Café, verde","2022","2022","toneladas","40800","X","Cifra de fuentes internacionales","Cifras no oficiales"
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2013","2013","toneladas","382","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2014","2014","toneladas","386","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2015","2015","toneladas","395","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2016","2016","toneladas","395","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2017","2017","toneladas","442","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2018","2018","toneladas","441","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2019","2019","toneladas","399","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2020","2020","toneladas","381","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2021","2021","toneladas","388","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","600","Paraguay","5510","Producción","01610","Café, verde","2022","2022","toneladas","340.66","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2013","2013","toneladas","256241.43","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2014","2014","toneladas","222047","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2015","2015","toneladas","251938","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2016","2016","toneladas","277760.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2017","2017","toneladas","337330","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2018","2018","toneladas","369621.99","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2019","2019","toneladas","363319.59","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2020","2020","toneladas","353205.74","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2021","2021","toneladas","363996.83","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","604","Perú","5510","Producción","01610","Café, verde","2022","2022","toneladas","352645.43","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2013","2013","toneladas","22","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2014","2014","toneladas","20","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2015","2015","toneladas","20.88","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2016","2016","toneladas","21.59","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2017","2017","toneladas","20.82","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2018","2018","toneladas","21.85","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2019","2019","toneladas","21.42","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2020","2020","toneladas","21.37","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2021","2021","toneladas","21.55","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","258","Polinesia Francesa","5510","Producción","01610","Café, verde","2022","2022","toneladas","21.44","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2013","2013","toneladas","4880.9","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2014","2014","toneladas","4674.4","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2015","2015","toneladas","3369.05","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2016","2016","toneladas","3007.18","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2017","2017","toneladas","2460.51","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2018","2018","toneladas","975","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2019","2019","toneladas","1513.25","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2020","2020","toneladas","1627.36","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2021","2021","toneladas","1196.58","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","630","Puerto Rico","5510","Producción","01610","Café, verde","2022","2022","toneladas","843.37","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2013","2013","toneladas","7974.68","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2014","2014","toneladas","10799","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2015","2015","toneladas","9050","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2016","2016","toneladas","10120","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2017","2017","toneladas","9989.67","E","Valor estimado",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2018","2018","toneladas","89979.42","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2019","2019","toneladas","195010.35","I","Valor imputado",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2020","2020","toneladas","289283.3","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2021","2021","toneladas","297961.8","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","140","República Centroafricana","5510","Producción","01610","Café, verde","2022","2022","toneladas","306900.66","A","Cifra oficial",""
"QCL","Cultivos y productos de ganadería","180","República Democrática del Congo","5510","Producción","01610","Café, verde","2013","2013","toneladas","29700.71","I","Valor imputado",""
